92.118.161.5 - - [04/Apr/2019:00:19:01 +0800] "GET / HTTP/1.0" 200 11398
185.101.105.241 - - [04/Apr/2019:18:56:38 +0800] "HEAD /invoker/JMXInvokerServlet HTTP/1.1" 404 -
61.232.72.5 - - [04/Apr/2019:18:57:16 +0800] "GET /gdjk/login.do HTTP/1.1" 200 3997
61.232.72.5 - - [04/Apr/2019:18:57:16 +0800] "GET /gdjk/train/css/login.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:57:16 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1786
61.232.72.5 - - [04/Apr/2019:18:57:16 +0800] "GET /gdjk/train/js/jquery-1.8.0.min.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:57:16 +0800] "GET /gdjk/train/js/login.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:57:16 +0800] "GET /gdjk/train/js/jquery.particleground.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:57:17 +0800] "GET /gdjk/train/images/user-icon.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:57:17 +0800] "GET /gdjk/train/images/mima-icon.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:57:17 +0800] "GET /gdjk/train/images/yzmz-icon.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:58:09 +0800] "GET /gdjk/login.do HTTP/1.1" 200 3997
61.232.72.5 - - [04/Apr/2019:18:58:10 +0800] "GET /gdjk/train/css/login.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:58:10 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1467
61.232.72.5 - - [04/Apr/2019:18:58:10 +0800] "GET /gdjk/train/js/jquery-1.8.0.min.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:58:10 +0800] "GET /gdjk/train/js/login.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:58:10 +0800] "GET /gdjk/train/js/jquery.particleground.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:58:11 +0800] "GET /gdjk/train/images/user-icon.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:58:11 +0800] "GET /gdjk/train/images/mima-icon.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:58:11 +0800] "GET /gdjk/train/images/yzmz-icon.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:36 +0800] "POST /gdjk/login.do HTTP/1.1" 200 9065
61.232.72.5 - - [04/Apr/2019:18:59:37 +0800] "GET /gdjk/train/easyui/easyui.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:37 +0800] "GET /gdjk/train/css/main.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:37 +0800] "GET /gdjk/train/css/icon.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:37 +0800] "GET /gdjk/train/easyui/jquery.min.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:37 +0800] "GET /gdjk/train/easyui/jquery.easyui.min.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:37 +0800] "GET /gdjk/train/easyui/datagrid-groupview.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:37 +0800] "GET /gdjk/train/easyui/easyui-lang-zh_CN.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:37 +0800] "GET /gdjk/train/anno.do?_=1554346676418 HTTP/1.1" 200 15570
61.232.72.5 - - [04/Apr/2019:18:59:37 +0800] "GET /gdjk/sys/getMenuTree2.do? HTTP/1.1" 200 8632
61.232.72.5 - - [04/Apr/2019:18:59:37 +0800] "GET /gdjk/train/easyui/images/blank.gif HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:37 +0800] "GET /gdjk/train/easyui/images/layout_arrows.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:38 +0800] "GET /gdjk/train/easyui/images/panel_tools.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:38 +0800] "GET /gdjk/train/images/top_bg1.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:38 +0800] "GET /gdjk/train/images/user.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:38 +0800] "GET /gdjk/train/easyui/images/tabs_icons.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:38 +0800] "GET /gdjk/train/easyui/images/loading.gif HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:38 +0800] "GET /gdjk/train/css/icons/reload.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:38 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1554346676419 HTTP/1.1" 200 15588
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/easyui/images/accordion_arrows.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/easyui/images/tree_icons.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/shebei.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/canshu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/biaoding.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/weixiu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/zuoye.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/zhuangtai.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/xiaoshou.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/zulin.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/diannao.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/shouji.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/yiqi.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/caidan.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/danwei.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/yonghu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:39 +0800] "GET /gdjk/train/css/ext_icons/xianlu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:45 +0800] "GET /gdjk/train/bdjzcs.do?_=1554346676420 HTTP/1.1" 200 10025
61.232.72.5 - - [04/Apr/2019:18:59:46 +0800] "GET /gdjk/train/css/icons/edit_remove.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:46 +0800] "GET /gdjk/train/easyui/images/pagination_icons.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:46 +0800] "GET /gdjk/train/css/icons/search.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:46 +0800] "GET /gdjk/train/css/icons/undo.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:46 +0800] "GET /gdjk/train/easyui/images/combo_arrow.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:18:59:46 +0800] "POST /gdjk/equ/jccsList.do HTTP/1.1" 200 15270
61.232.72.5 - - [04/Apr/2019:18:59:46 +0800] "POST /gdjk/equ/jccsList.do HTTP/1.1" 200 15270
45.168.137.212 - - [04/Apr/2019:19:57:50 +0800] "GET / HTTP/1.1" 200 11418
46.174.191.32 - - [04/Apr/2019:19:58:24 +0800] "GET / HTTP/1.0" 200 11398
78.108.177.52 - - [04/Apr/2019:20:23:14 +0800] "GET / HTTP/1.0" 200 11398
117.184.186.114 - - [04/Apr/2019:21:56:16 +0800] "GET /gdjk/login.do HTTP/1.1" 200 3997
117.184.186.114 - - [04/Apr/2019:21:56:16 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1649
117.184.186.114 - - [04/Apr/2019:21:56:21 +0800] "POST /gdjk/login.do HTTP/1.1" 200 9062
117.184.186.114 - - [04/Apr/2019:21:56:22 +0800] "GET /gdjk/train/anno.do?_=1554357285130 HTTP/1.1" 200 15570
117.184.186.114 - - [04/Apr/2019:21:56:22 +0800] "GET /gdjk/sys/getMenuTree2.do? HTTP/1.1" 200 8632
117.184.186.114 - - [04/Apr/2019:21:56:22 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1554357285131 HTTP/1.1" 200 15588
117.184.186.114 - - [04/Apr/2019:21:56:26 +0800] "GET /gdjk/train/sbzlxx.do?_=1554357285132 HTTP/1.1" 200 10702
117.184.186.114 - - [04/Apr/2019:21:56:26 +0800] "POST /gdjk/equ/querySbzlList.do HTTP/1.1" 200 1692
117.184.186.114 - - [04/Apr/2019:21:56:26 +0800] "POST /gdjk/equ/querySbzlList.do HTTP/1.1" 200 1692
117.184.186.114 - - [04/Apr/2019:21:56:26 +0800] "GET /gdjk/fileDownLoad.do?fileName=%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20180830170847_1546547327439.png HTTP/1.1" 404 993
117.184.186.114 - - [04/Apr/2019:21:56:26 +0800] "GET /gdjk/fileDownLoad.do?fileName=%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20180830170847_1551173757397.png HTTP/1.1" 200 105713
117.184.186.114 - - [04/Apr/2019:21:56:26 +0800] "GET /gdjk/fileDownLoad.do?fileName=20181219120207766357_1551173748657.jpg HTTP/1.1" 200 184949
117.184.186.114 - - [04/Apr/2019:21:56:30 +0800] "GET /gdjk/train/anno.do?title=%E5%9F%BA%E7%A1%80%E6%95%B0%E6%8D%AE%E7%AE%A1%E7%90%86&_=1554357285133 HTTP/1.1" 200 1424
117.184.186.114 - - [04/Apr/2019:21:56:32 +0800] "GET /gdjk/train/anno.do?title=%E7%B3%BB%E7%BB%9F%E7%AE%A1%E7%90%86&_=1554357285134 HTTP/1.1" 200 1418
117.184.186.114 - - [04/Apr/2019:21:56:33 +0800] "GET /gdjk/train/anno.do?title=%E7%B3%BB%E7%BB%9F%E7%AE%A1%E7%90%86&_=1554357285135 HTTP/1.1" 200 1418
117.184.186.114 - - [04/Apr/2019:21:56:33 +0800] "GET /gdjk/train/anno.do?title=%E7%B3%BB%E7%BB%9F%E7%AE%A1%E7%90%86&_=1554357285136 HTTP/1.1" 200 1418
117.184.186.114 - - [04/Apr/2019:21:56:33 +0800] "GET /gdjk/train/loginlog.do?_=1554357285137 HTTP/1.1" 200 2504
117.184.186.114 - - [04/Apr/2019:21:56:34 +0800] "POST /gdjk/sys/loginLogList.do HTTP/1.1" 200 3296
117.184.186.114 - - [04/Apr/2019:21:56:34 +0800] "POST /gdjk/sys/loginLogList.do HTTP/1.1" 200 3296
78.108.177.54 - - [04/Apr/2019:22:06:44 +0800] "GET / HTTP/1.0" 200 11398
41.216.186.87 - - [04/Apr/2019:23:01:18 +0800] "-" 400 -
200.58.216.234 - - [04/Apr/2019:23:12:55 +0800] "GET / HTTP/1.1" 200 11418
223.105.4.250 - - [04/Apr/2019:23:15:32 +0800] "GET /index.php HTTP/1.1" 404 969
46.174.191.28 - - [04/Apr/2019:23:27:11 +0800] "GET / HTTP/1.0" 200 11398
61.232.72.5 - - [04/Apr/2019:23:43:13 +0800] "GET /gdjk/login.do HTTP/1.1" 200 3997
61.232.72.5 - - [04/Apr/2019:23:43:13 +0800] "GET /gdjk/train/css/login.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:43:13 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1486
61.232.72.5 - - [04/Apr/2019:23:43:13 +0800] "GET /gdjk/train/js/jquery-1.8.0.min.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:43:13 +0800] "GET /gdjk/train/js/login.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:43:13 +0800] "GET /gdjk/train/js/jquery.particleground.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:43:13 +0800] "GET /gdjk/train/images/user-icon.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:43:13 +0800] "GET /gdjk/train/images/mima-icon.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:43:13 +0800] "GET /gdjk/train/images/yzmz-icon.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "POST /gdjk/login.do HTTP/1.1" 200 9065
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/easyui/easyui.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/css/main.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/css/icon.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/easyui/jquery.min.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/easyui/jquery.easyui.min.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/easyui/datagrid-groupview.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/easyui/easyui-lang-zh_CN.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/images/top_bg1.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/images/user.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/anno.do?_=1554363739315 HTTP/1.1" 200 15570
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/sys/getMenuTree2.do? HTTP/1.1" 200 8632
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/easyui/images/blank.gif HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/easyui/images/layout_arrows.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/easyui/images/panel_tools.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/easyui/images/tabs_icons.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/easyui/images/loading.gif HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:00 +0800] "GET /gdjk/train/css/icons/reload.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1554363739316 HTTP/1.1" 200 15588
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/easyui/images/accordion_arrows.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/easyui/images/tree_icons.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/shebei.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/canshu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/biaoding.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/weixiu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/zuoye.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/zhuangtai.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/xiaoshou.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/zulin.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/diannao.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/shouji.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/yiqi.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/caidan.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/danwei.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/yonghu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:01 +0800] "GET /gdjk/train/css/ext_icons/xianlu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:07 +0800] "GET /gdjk/train/css/ext_icons/juese.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:07 +0800] "GET /gdjk/train/css/ext_icons/rizhi.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:07 +0800] "GET /gdjk/train/css/ext_icons/denglu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:07 +0800] "GET /gdjk/train/css/ext_icons/beifen.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:08 +0800] "GET /gdjk/train/anno.do?title=%E7%B3%BB%E7%BB%9F%E7%AE%A1%E7%90%86&_=1554363739317 HTTP/1.1" 200 1418
61.232.72.5 - - [04/Apr/2019:23:44:09 +0800] "GET /gdjk/train/dbbackup.do?_=1554363739318 HTTP/1.1" 200 2772
61.232.72.5 - - [04/Apr/2019:23:44:09 +0800] "GET /gdjk/train/css/icons/filesave.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:15 +0800] "GET /gdjk/train/anno.do?title=%E5%8D%95%E4%BD%8D%E5%8F%8A%E4%BA%BA%E5%91%98%E7%AE%A1%E7%90%86&_=1554363739319 HTTP/1.1" 200 1427
61.232.72.5 - - [04/Apr/2019:23:44:17 +0800] "GET /gdjk/train/anno.do?title=%E5%8D%95%E4%BD%8D%E5%8F%8A%E4%BA%BA%E5%91%98%E7%AE%A1%E7%90%86&_=1554363739320 HTTP/1.1" 200 1427
61.232.72.5 - - [04/Apr/2019:23:44:17 +0800] "GET /gdjk/train/anno.do?title=%E5%8D%95%E4%BD%8D%E5%8F%8A%E4%BA%BA%E5%91%98%E7%AE%A1%E7%90%86&_=1554363739321 HTTP/1.1" 200 1427
61.232.72.5 - - [04/Apr/2019:23:44:17 +0800] "GET /gdjk/train/userlist.do?_=1554363739322 HTTP/1.1" 200 9276
61.232.72.5 - - [04/Apr/2019:23:44:17 +0800] "POST /gdjk/sys/getDepTree.do HTTP/1.1" 200 15138
61.232.72.5 - - [04/Apr/2019:23:44:17 +0800] "GET /gdjk/train/css/icons/pencil.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:17 +0800] "GET /gdjk/train/css/icons/edit_add.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:17 +0800] "GET /gdjk/train/easyui/images/pagination_icons.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:17 +0800] "GET /gdjk/train/css/icons/edit_remove.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:17 +0800] "GET /gdjk/train/css/icons/undo.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:17 +0800] "GET /gdjk/train/css/icons/search.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:18 +0800] "POST /gdjk/sys/userList.do HTTP/1.1" 200 3893
61.232.72.5 - - [04/Apr/2019:23:44:18 +0800] "POST /gdjk/sys/userList.do HTTP/1.1" 200 3893
61.232.72.5 - - [04/Apr/2019:23:44:18 +0800] "GET /gdjk/train/css/ext_icons/tielu.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:40 +0800] "GET /gdjk/train/easyui/images/messager_icons.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:41 +0800] "GET /gdjk/outlogin.do HTTP/1.1" 200 3976
61.232.72.5 - - [04/Apr/2019:23:44:41 +0800] "GET /gdjk/train/css/login.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:41 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1692
61.232.72.5 - - [04/Apr/2019:23:44:41 +0800] "GET /gdjk/train/js/jquery-1.8.0.min.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:41 +0800] "GET /gdjk/train/js/login.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:41 +0800] "GET /gdjk/train/js/jquery.particleground.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:41 +0800] "GET /gdjk/train/images/user-icon.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:41 +0800] "GET /gdjk/train/images/yzmz-icon.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:44:41 +0800] "GET /gdjk/train/images/mima-icon.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "POST /gdjk/login.do HTTP/1.1" 200 9065
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/easyui/easyui.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/css/main.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/css/icon.css HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/easyui/jquery.min.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/easyui/jquery.easyui.min.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/easyui/datagrid-groupview.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/easyui/easyui-lang-zh_CN.js HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/anno.do?_=1554363799109 HTTP/1.1" 200 15570
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/sys/getMenuTree2.do? HTTP/1.1" 200 8632
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/easyui/images/loading.gif HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/easyui/images/blank.gif HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/images/top_bg1.jpg HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/images/user.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/easyui/images/tabs_icons.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/css/icons/reload.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/easyui/images/panel_tools.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:00 +0800] "GET /gdjk/train/easyui/images/layout_arrows.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1554363799110 HTTP/1.1" 200 15588
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/easyui/images/tree_icons.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/shouji.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/diannao.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/weixiu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/xianlu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/caidan.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/easyui/images/accordion_arrows.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/yiqi.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/danwei.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/yonghu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/xiaoshou.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/zulin.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/zhuangtai.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/zuoye.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/canshu.png HTTP/1.1" 304 -
61.232.72.5 - - [04/Apr/2019:23:45:01 +0800] "GET /gdjk/train/css/ext_icons/shebei.png HTTP/1.1" 304 -
