119.131.38.241 - - [25/Jan/2019:00:00:07 +0800] "GET /manager/html HTTP/1.1" 401 2536
221.195.111.202 - - [25/Jan/2019:17:09:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
221.195.111.202 - - [25/Jan/2019:17:09:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
221.195.111.202 - - [25/Jan/2019:17:09:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
221.195.111.202 - - [25/Jan/2019:17:09:13 +0800] "GET /manager/html HTTP/1.1" 401 2536
221.195.111.202 - - [25/Jan/2019:17:09:14 +0800] "GET /manager/html HTTP/1.1" 401 2536
80.82.70.187 - - [25/Jan/2019:17:27:59 +0800] "GET /cache/global/img/gs.gif HTTP/1.1" 404 997
46.174.191.32 - - [25/Jan/2019:17:29:38 +0800] "GET / HTTP/1.0" 200 11398
220.248.17.34 - - [25/Jan/2019:18:15:01 +0800] "GET /gdjk HTTP/1.1" 302 -
220.248.17.34 - - [25/Jan/2019:18:15:01 +0800] "GET /gdjk/ HTTP/1.1" 200 3973
220.248.17.34 - - [25/Jan/2019:18:15:01 +0800] "GET /gdjk/train/css/login.css HTTP/1.1" 200 4452
220.248.17.34 - - [25/Jan/2019:18:15:01 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1710
220.248.17.34 - - [25/Jan/2019:18:18:50 +0800] "GET /gdjk/train/js/login.js HTTP/1.1" 200 1669
220.248.17.34 - - [25/Jan/2019:18:18:50 +0800] "GET /gdjk/train/js/jquery.particleground.js HTTP/1.1" 200 14075
220.248.17.34 - - [25/Jan/2019:18:18:50 +0800] "GET /gdjk/train/images/yzmz-icon.jpg HTTP/1.1" 200 15000
220.248.17.34 - - [25/Jan/2019:18:18:50 +0800] "GET /gdjk/train/images/mima-icon.jpg HTTP/1.1" 200 1413
220.248.17.34 - - [25/Jan/2019:18:18:50 +0800] "GET /gdjk/train/images/user-icon.jpg HTTP/1.1" 200 1405
220.248.17.34 - - [25/Jan/2019:18:18:50 +0800] "GET /gdjk/train/js/jquery-1.8.0.min.js HTTP/1.1" 200 92556
220.248.17.34 - - [25/Jan/2019:18:18:55 +0800] "POST /gdjk/login.do HTTP/1.1" 200 9061
220.248.17.34 - - [25/Jan/2019:18:18:55 +0800] "GET /gdjk/train/css/main.css HTTP/1.1" 200 4300
220.248.17.34 - - [25/Jan/2019:18:18:55 +0800] "GET /gdjk/train/css/icon.css HTTP/1.1" 200 4947
220.248.17.34 - - [25/Jan/2019:18:18:56 +0800] "GET /gdjk/train/easyui/easyui.css HTTP/1.1" 200 69986
220.248.17.34 - - [25/Jan/2019:18:18:56 +0800] "GET /gdjk/train/easyui/jquery.min.js HTTP/1.1" 200 95957
220.248.17.34 - - [25/Jan/2019:18:18:56 +0800] "GET /gdjk/train/easyui/easyui-lang-zh_CN.js HTTP/1.1" 200 2501
220.248.17.34 - - [25/Jan/2019:18:18:56 +0800] "GET /gdjk/train/images/top_bg1.jpg HTTP/1.1" 200 1320
220.248.17.34 - - [25/Jan/2019:18:18:56 +0800] "GET /gdjk/train/easyui/datagrid-groupview.js HTTP/1.1" 200 13084
220.248.17.34 - - [25/Jan/2019:18:18:56 +0800] "GET /gdjk/train/easyui/jquery.easyui.min.js HTTP/1.1" 200 436133
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/images/user.png HTTP/1.1" 200 130034
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/easyui/images/panel_tools.png HTTP/1.1" 200 852
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/easyui/images/blank.gif HTTP/1.1" 200 43
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/easyui/images/layout_arrows.png HTTP/1.1" 200 319
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/easyui/images/tabs_icons.png HTTP/1.1" 200 150
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/easyui/images/loading.gif HTTP/1.1" 200 1737
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/anno.do?_=1548382665631 HTTP/1.1" 200 3200
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/icons/reload.png HTTP/1.1" 200 1045
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/sys/getMenuTree2.do? HTTP/1.1" 200 8632
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/easyui/images/accordion_arrows.png HTTP/1.1" 200 184
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/shouji.png HTTP/1.1" 200 759
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/yiqi.png HTTP/1.1" 200 521
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/shebei.png HTTP/1.1" 200 932
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/diannao.png HTTP/1.1" 200 719
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/easyui/images/tree_icons.png HTTP/1.1" 200 3115
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/zulin.png HTTP/1.1" 200 496
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/xiaoshou.png HTTP/1.1" 200 528
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/zhuangtai.png HTTP/1.1" 200 265
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/biaoding.png HTTP/1.1" 200 617
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/weixiu.png HTTP/1.1" 200 686
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/canshu.png HTTP/1.1" 200 535
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/zuoye.png HTTP/1.1" 200 412
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1548382665632 HTTP/1.1" 200 3218
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/caidan.png HTTP/1.1" 200 236
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/yonghu.png HTTP/1.1" 200 347
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/danwei.png HTTP/1.1" 200 1098
220.248.17.34 - - [25/Jan/2019:18:18:57 +0800] "GET /gdjk/train/css/ext_icons/xianlu.png HTTP/1.1" 200 559
78.108.177.50 - - [25/Jan/2019:18:33:35 +0800] "GET / HTTP/1.0" 200 11398
202.6.238.222 - - [25/Jan/2019:18:51:37 +0800] "GET / HTTP/1.1" 200 11418
46.174.191.30 - - [25/Jan/2019:19:16:33 +0800] "GET / HTTP/1.0" 200 11398
222.44.83.128 - - [25/Jan/2019:19:32:26 +0800] "GET /gdjk/train/jcsbgl.do?_=1548377134016 HTTP/1.1" 999 4004
222.44.83.128 - - [25/Jan/2019:19:32:26 +0800] "GET /gdjk/outlogin.do HTTP/1.1" 999 4004
222.44.83.128 - - [25/Jan/2019:19:32:26 +0800] "GET /gdjk/train/css/login.css HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:19:32:26 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1769
222.44.83.128 - - [25/Jan/2019:19:32:26 +0800] "GET /gdjk/train/js/jquery-1.8.0.min.js HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:19:32:26 +0800] "GET /gdjk/train/js/login.js HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:19:32:26 +0800] "GET /gdjk/train/js/jquery.particleground.js HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:19:32:26 +0800] "GET /gdjk/train/images/user-icon.jpg HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:19:32:26 +0800] "GET /gdjk/train/images/mima-icon.jpg HTTP/1.1" 304 -
222.44.83.128 - - [25/Jan/2019:19:32:26 +0800] "GET /gdjk/train/images/yzmz-icon.jpg HTTP/1.1" 304 -
181.211.244.66 - - [25/Jan/2019:19:51:06 +0800] "GET / HTTP/1.1" 200 11418
218.24.167.228 - - [25/Jan/2019:20:16:04 +0800] "GET /manager/html HTTP/1.1" 401 2536
218.24.167.228 - admin [25/Jan/2019:20:16:04 +0800] "GET /manager/html HTTP/1.1" 403 3274
190.214.45.90 - - [25/Jan/2019:21:13:54 +0800] "GET / HTTP/1.1" 200 11418
52.53.158.91 - - [25/Jan/2019:21:40:16 +0800] "GET / HTTP/1.1" 200 11418
191.37.194.158 - - [25/Jan/2019:22:06:27 +0800] "GET / HTTP/1.1" 200 11418
220.248.17.34 - - [25/Jan/2019:22:07:29 +0800] "GET /gdjk/train/sbzyxx.do?id=4922&_=1548382665633 HTTP/1.1" 999 4004
220.248.17.34 - - [25/Jan/2019:22:07:29 +0800] "GET /gdjk/outlogin.do HTTP/1.1" 999 4004
220.248.17.34 - - [25/Jan/2019:22:07:29 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1773
220.248.17.34 - - [25/Jan/2019:22:07:31 +0800] "GET /gdjk/train/anno.do?_=1548396380585 HTTP/1.1" 999 4004
220.248.17.34 - - [25/Jan/2019:22:07:31 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1548396380586 HTTP/1.1" 999 4004
220.248.17.34 - - [25/Jan/2019:22:07:32 +0800] "GET /gdjk/outlogin.do HTTP/1.1" 999 4004
220.248.17.34 - - [25/Jan/2019:22:07:32 +0800] "GET /gdjk/authCode.do HTTP/1.1" 200 1499
220.248.17.34 - - [25/Jan/2019:22:07:41 +0800] "POST /gdjk/login.do HTTP/1.1" 200 9061
220.248.17.34 - - [25/Jan/2019:22:07:41 +0800] "GET /gdjk/train/anno.do?_=1548396390166 HTTP/1.1" 200 3569
220.248.17.34 - - [25/Jan/2019:22:07:41 +0800] "GET /gdjk/sys/getMenuTree2.do? HTTP/1.1" 200 8632
220.248.17.34 - - [25/Jan/2019:22:07:41 +0800] "GET /gdjk/train/anno.do?title=%E8%AE%BE%E5%A4%87%E7%BB%B4%E6%8A%A4%E7%AE%A1%E7%90%86&_=1548396390167 HTTP/1.1" 200 3587
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "GET /gdjk/train/sbzyxx.do?id=4946&_=1548396390168 HTTP/1.1" 200 8527
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "GET /gdjk/train/easyui/images/datagrid_icons.png HTTP/1.1" 200 307
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "GET /gdjk/train/easyui/images/pagination_icons.png HTTP/1.1" 200 628
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "GET /gdjk/train/css/icons/download.png HTTP/1.1" 200 1535
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "GET /gdjk/train/css/icons/edit_remove.png HTTP/1.1" 200 625
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 879
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "GET /gdjk/train/css/icons/undo.png HTTP/1.1" 200 707
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "GET /gdjk/train/css/icons/search.png HTTP/1.1" 200 813
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "GET /gdjk/train/easyui/images/combo_arrow.png HTTP/1.1" 200 117
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "GET /gdjk/train/easyui/images/calendar_arrows.png HTTP/1.1" 200 173
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "GET /gdjk/train/easyui/images/datebox_arrow.png HTTP/1.1" 200 626
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "GET /gdjk/train/easyui/images/spinner_arrows.png HTTP/1.1" 200 149
220.248.17.34 - - [25/Jan/2019:22:07:45 +0800] "POST /gdjk/equ/zyList.do HTTP/1.1" 200 879
101.128.68.72 - - [25/Jan/2019:22:51:47 +0800] "GET / HTTP/1.1" 200 11418
78.108.177.50 - - [25/Jan/2019:22:56:59 +0800] "GET / HTTP/1.0" 200 11398
128.1.84.138 - - [25/Jan/2019:22:58:42 +0800] "GET /version HTTP/1.1" 404 965
222.44.10.141 - - [25/Jan/2019:23:07:52 +0800] "GET / HTTP/1.1" 200 11398
80.82.78.50 - - [25/Jan/2019:23:29:16 +0800] "GET /cache/global/img/gs.gif HTTP/1.1" 404 997
